file	start	end	angles
src-app/server/tests/common/stub_chat.rs	812	812	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/server/tests/common/stub_chat.rs	825	834	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/server/tests/common/stub_chat.rs	846	846	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/server/tests/control_mcp/mod.rs	621	796	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/server/tests/control_mcp/real_llm_test.rs	1	9	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/server/tests/control_mcp/real_llm_test.rs	25	32	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/server/tests/control_mcp/real_llm_test.rs	58	59	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/server/tests/control_mcp/real_llm_test.rs	64	65	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/server/tests/control_mcp/real_llm_test.rs	75	80	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/server/tests/control_mcp/real_llm_test.rs	87	88	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/server/tests/control_mcp/real_llm_test.rs	105	107	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/server/tests/control_mcp/real_llm_test.rs	109	109	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/server/tests/control_mcp/real_llm_test.rs	129	129	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/server/tests/control_mcp/real_llm_test.rs	138	163	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/server/tests/control_mcp/real_llm_test.rs	166	167	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/server/tests/control_mcp/real_llm_test.rs	213	214	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/server/tests/control_mcp/real_llm_test.rs	217	220	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/server/tests/control_mcp/real_llm_test.rs	223	224	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/server/tests/control_mcp/real_llm_test.rs	230	234	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/server/tests/control_mcp/real_llm_test.rs	238	238	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/server/tests/control_mcp/real_llm_test.rs	242	252	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	3	3	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	9	10	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	12	14	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	20	22	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	29	29	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	35	35	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	39	39	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	42	42	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	49	54	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	58	60	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	64	64	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	69	69	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	73	75	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	79	83	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	87	87	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	92	92	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	98	98	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	101	101	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	105	106	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	110	110	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	115	115	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	119	119	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	123	123	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	127	128	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	132	133	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	135	136	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	140	140	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	144	145	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	149	154	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	158	158	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	163	178	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	182	185	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	190	197	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	201	204	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	208	209	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	213	213	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	217	217	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	221	226	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	230	231	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	235	235	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	240	241	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	245	246	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	248	264	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	268	280	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/tests/e2e/control/control-negative-perm.spec.ts	1	356	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/tests/e2e/control/control-spec-gating.spec.ts	1	112	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/tests/e2e/control/control-tool-in-chat.spec.ts	2	3	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/tests/e2e/control/control-tool-in-chat.spec.ts	5	11	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/tests/e2e/control/control-tool-in-chat.spec.ts	14	14	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/tests/e2e/control/control-tool-in-chat.spec.ts	17	29	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/tests/e2e/control/control-tool-in-chat.spec.ts	31	33	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/tests/e2e/control/control-tool-in-chat.spec.ts	36	39	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/tests/e2e/control/control-tool-in-chat.spec.ts	43	66	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/tests/e2e/control/control-tool-in-chat.spec.ts	69	86	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/tests/e2e/control/control-tool-in-chat.spec.ts	91	91	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/tests/e2e/control/control-tool-in-chat.spec.ts	94	230	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/tests/e2e/control/control-tool-in-chat.spec.ts	233	236	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/tests/e2e/control/control-tool-in-chat.spec.ts	239	243	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/tests/e2e/control/control-tool-in-chat.spec.ts	244	244	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/tests/e2e/control/control-tool-in-chat.spec.ts	247	247	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
src-app/ui/tests/e2e/control/control-tool-in-chat.spec.ts	250	281	correctness,security,error-handling,concurrency,perms-authz,api-contract,state-management,patterns-conformance,tests-quality,perf,i18n-copy,modularity,extensibility,maintainability,api-friendliness,design-conformance,wired-and-behaving
